timestamp_utc,pmid,doi,year,title,journal,decision,confidence,stage,include_reason,exclude_reason,flag_reason,background_reason,needs_human_review,reviewer_votes,evidence_spans,source_path,copy_path
2026-08-19T17:52:00.109437+00:00,,10.1109/tmi.2001.974915,2001,Computer-aided diagnosis in medical imaging,,exclude,0.95,fulltext_recovered341,,"out_of_scope: Guest editorial surveying CAD lesion-detection/characterization papers (mammography, chest, colon, breast MRI); no AI/ML reconstruction method and no fidelity/safety evaluation of reconstruction.",,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""CAD, defined as a diagnosis made by a radiologist who uses the output from a computerized analysis of medical images"", ""This special issue of IEEE-TMI on CAD contains 11 papers""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2001 - Computer-aided diagnosis in medical imaging - 10.1109_tmi.2001.974915.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1259/bjr/22322389,2003,Imaging microvascular structure with contrast enhanced MRI,,exclude,0.95,fulltext_recovered341,,out_of_scope: Review of DCE-MRI pharmacokinetic analysis methods for tumor microvasculature; no AI/ML reconstruction or reconstruction-fidelity evaluation content.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""This article will describe the development and range of DCE-MRI techniques and the range of image analysis approaches available""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2003 - Imaging microvascular structure with contrast enhanced MRI - 10.1259_bjr_22322389.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1016/j.neuroimage.2004.04.021,2004,Generative and recognition models for neuroanatomy,,exclude,0.95,fulltext_recovered341,,out_of_scope: Theoretical discussion/response paper on voxel-based morphometry vs. multivariate statistical models of brain anatomy; unrelated to MRI reconstruction fidelity or safety evaluation.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""the central issue is the distinction between multivariate and mass-univariate approaches in accommodating interregional dependencies""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2004 - Generative and recognition models for neuroanatomy - 10.1016_j.neuroimage.2004.04.021.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1259/bjr/17464219,2004,Image filtering techniques for medical image post-processing - an overview,,exclude,0.85,fulltext_recovered341,,out_of_scope: General overview of classical (non-AI/ML) filtering/denoising/bias-field correction techniques across modalities; not a fidelity/safety evaluation method for AI/ML-based reconstruction.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""This paper brieﬂy explores some of the key areas of development in the area of ﬁltering in Medical Imaging""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2004 - Image filtering techniques for medical image post-processing - an overview - 10.1259_bjr_17464219.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1016/j.mri.2005.09.005,2005,Reconstruction as a source of artifact in nongated single-shot diffusion-weighte,,exclude,0.85,fulltext_recovered341,,wrong_intervention_or_index: Compares two classical (non-AI/ML) k-space reconstruction methods (Margosian vs. zero-padding) as a source of motion artifact in DWI-EPI; no machine-learning reconstruction and no generalizable fidelity-evaluation methodology.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""it is the Margosian reconstruction approach that is a major source of image variance in nongated DTI acquisitions""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2005 - Reconstruction as a source of artifact in nongated single-shot diffusion-weighte - 10.1016_j.mri.2005.09.005.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1016/j.clineuro.2007.07.017,2007,Importance of axial postcontrast images in the differential diagnosis,,exclude,0.95,fulltext_recovered341,,out_of_scope: Letters to the editor on clinical spinal cord MRI diagnosis and CSF leak case reports; no reconstruction methodology or fidelity evaluation.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""We report a patient in whom the spinal cord expansile lesion on T1W and T2W sagittal and GRE T2W axial images most likely suggested the neoplasm""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2007 - Importance of axial postcontrast images in the differential diagnosis - 10.1016_j.clineuro.2007.07.017.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1109/memb.2007.384095,2007,Improving the signal-to-noise ratio of event-related optical signals,,exclude,0.95,fulltext_recovered341,,"wrong_population: Near-infrared optical brain imaging (EROS) study, not MRI, with no reconstruction-fidelity content transferable to brain MRI.",,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""we employed frequency-domain instruments, in which near-infrared light is modulated at radio-frequencies""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2007 - Improving the signal-to-noise ratio of event-related optical signals - 10.1109_memb.2007.384095.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1007/s00247-009-1186-9,2009,Scientific papers SPR 2009 abstract sessions,,exclude,0.95,fulltext_recovered341,,"out_of_scope: Collection of pediatric radiology conference abstracts (fetal MRI, CDH, sequence comparisons) with no AI/ML reconstruction or fidelity/safety evaluation content.",,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""Purpose: Twin Reversed Arterial Perfusion (TRAP) is a rare complication of twin monochorionic gestations"", ""Purpose: As the use of fetal MR increases, it is important that radiologists can recognize fetal demise""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2009 - Scientific papers SPR 2009 abstract sessions - 10.1007_s00247-009-1186-9.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1016/j.jcmg.2010.03.001,2010,Advantages of Blood Pooling in Pediatric MR Angiography,,exclude,0.9,fulltext_recovered341,,wrong_population: Editorial on gadofosveset blood-pool contrast agents for pediatric cardiovascular MR angiography; non-brain vascular/cardiac imaging with no AI/ML reconstruction-fidelity evaluation.,,,FALSE,"{""claude_fulltext_recovered"": ""exclude""}","[""Naehle et al. (14) describe a major advance in pediatric MR angiography using a blood pool contrast agent, gadofosveset trisodium""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2010 - Advantages of Blood Pooling in Pediatric MR Angiography - 10.1016_j.jcmg.2010.03.001.pdf,
2026-08-19T17:52:00.109437+00:00,,10.1016/j.mri.2010.06.021,2010,Composite MR image reconstruction and unaliasing for general trajectories,,exclude,0.85,fulltext_recovered341+fable_adjudication,,"wrong_outcome: The flag asked whether the contribution is fidelity evaluation or the reconstruction technique itself; the full text confirms the latter - CRAUNN is a neural-network unaliasing/reconstruction method whose evaluation is limited to routine reconstruction-error comparisons against SENSE/GRAPPA-type baselines. There is no fidelity/safety framing and no stress-testing of hallucination, distortion, or pathology-related failure modes, so it fails the fidelity-evaluation pillar despite being AI/ML-based.",,,FALSE,"{""claude_fulltext_recovered"": ""flagged"", ""fable_adjudicator"": ""exclude""}","[""a novel image reconstruction technique for data acquired along any general trajectory in neural network framework"", ""CRAUNN has been found to perform on par with the state-of-the-art techniques"", ""Comparisons against existing techniques are presented""]",C:/Users/V133280/RMIT University/Thai Pham - StrokeVault/Brain MRI Reconstruction Safety Review - Broad\Full Text Screening\PDF-Retrieved-ALL\Recovered_from_NotRetrieved_341\2010 - Composite MR image reconstruction and unaliasing for general trajectories - 10.1016_j.mri.2010.06.021.pdf,
